Temps;EA0;Temps;EA1;Temps;I
0.000123;-0.574709609150887;0.000123;-6.01710142195225;0.000123;-0.339880627890428
0.000124;-0.554874911904335;0.000124;-6.00717303156853;0.000124;-0.323309183120728
0.000125;-0.535040214657784;0.000125;-5.99228044599295;0.000125;-0.329937761028608
0.000126;-0.515205517411232;0.000126;-5.98731625080109;0.000126;-0.341537772367398
0.000127;-0.49537082016468;0.000127;-5.97242366522551;0.000127;-0.341537772367398
0.000128;-0.475536122918129;0.000128;-5.96745947003365;0.000128;-0.351480639229218
0.000129;-0.45074275135994;0.000129;-5.95256688445807;0.000129;-0.354794928183158
0.00013;-0.435866728425026;0.00013;-5.94263849407434;0.00013;-0.369709228475889
0.000131;-0.406114682555199;0.000131;-5.91781751811504;0.000131;-0.369709228475889
0.000132;-0.386279985308647;0.000132;-5.90292493253946;0.000132;-0.366394939521949
0.000133;-0.361486613750458;0.000133;-5.88803234696388;0.000133;-0.371366372952859
0.000134;-0.341651916503906;0.000134;-5.86817556619644;0.000134;-0.354794928183158
0.000135;-0.326775893568993;0.000135;-5.85824717581272;0.000135;-0.359766361614068
0.000136;-0.311899870634079;0.000136;-5.848318785429;0.000136;-0.358109217137098
0.000137;-0.282147824764252;0.000137;-5.82846200466156;0.000137;-0.351480639229218
0.000138;-0.2623131275177;0.000138;-5.80364102870226;0.000138;-0.354794928183158
0.000139;-0.242478430271149;0.000139;-5.78874844312668;0.000139;-0.353137783706188
0.00014;-0.217685058712959;0.00014;-5.76392746716738;0.00014;-0.358109217137098
0.000141;-0.197850361466408;0.000141;-5.73910649120808;0.000141;-0.366394939521949
0.000142;-0.173056989908218;0.000142;-5.71924971044064;0.000142;-0.371366372952859
0.000143;-0.148263618350029;0.000143;-5.68946453928947;0.000143;-0.384623528768619
0.000144;-0.12347024679184;0.000144;-5.65967936813831;0.000144;-0.376337806383769
0.000145;-0.0986768752336502;0.000145;-5.62989419698715;0.000145;-0.379652095337709
0.000146;-0.0788421779870987;0.000146;-5.61500161141157;0.000146;-0.381309239814679
0.000147;-0.0490901321172714;0.000147;-5.57528804987669;0.000147;-0.369709228475889
0.000148;-0.0391727834939957;0.000148;-5.55543126910925;0.000148;-0.366394939521949
0.000149;-0.0143794119358063;0.000149;-5.53061029314995;0.000149;-0.366394939521949
0.00015;0.00545528531074524;0.00015;-5.50578931719065;0.00015;-0.359766361614068
0.000151;0.0302486568689346;0.000151;-5.47103995084763;0.000151;-0.356452072660128
0.000152;0.0600007027387619;0.000152;-5.4362905845046;0.000152;-0.354794928183158
0.000153;0.0699180513620377;0.000153;-5.4114696085453;0.000153;-0.397880684584379
0.000154;0.0897527486085892;0.000154;-5.386648632586;0.000154;-0.368052083998919
0.000155;0.114546120166779;0.000155;-5.34693507105112;0.000155;-0.366394939521949
0.000156;0.139339491724968;0.000156;-5.31714989989996;0.000156;-0.381309239814679
0.000157;0.169091537594795;0.000157;-5.27247214317322;0.000157;-0.379652095337709
0.000158;0.193884909152985;0.000158;-5.23275858163834;0.000158;-0.377994950860739
0.000159;0.213719606399536;0.000159;-5.20297341048717;0.000159;-0.371366372952859
0.00016;0.238512977957726;0.00016;-5.16325984895229;0.00016;-0.366394939521949
