Temps;EA0;Temps;EA1
0.000291;-0.981320902705193;0.000291;2.01496639847755
0.000292;-0.98627957701683;0.000292;1.98021703213453
0.000293;-0.991238251328468;0.000293;1.94546766579151
0.000294;-0.991238251328468;0.000294;1.91568249464035
0.000295;-0.991238251328468;0.000295;1.88589732348919
0.000296;-0.991238251328468;0.000296;1.86107634752989
0.000297;-0.98627957701683;0.000297;1.84121956676245
0.000298;-0.981320902705193;0.000298;1.81639859080315
0.000299;-0.981320902705193;0.000299;1.79157761484385
0.0003;-0.976362228393555;0.0003;1.76675663888454
0.000301;-0.966444879770279;0.000301;1.7468998581171
0.000302;-0.961486205458641;0.000302;1.72704307734966
0.000303;-0.951568856835365;0.000303;1.71711468696594
0.000304;-0.94165150821209;0.000304;1.6972579061985
0.000305;-0.946610182523727;0.000305;1.66250853985548
0.000306;-0.946610182523727;0.000306;1.63272336870432
0.000307;-0.931734159588814;0.000307;1.61783078312874
0.000308;-0.931734159588814;0.000308;1.58804561197758
0.000309;-0.921816810965538;0.000309;1.56818883121014
0.00031;-0.9168581366539;0.00031;1.53840366005898
0.000311;-0.901982113718987;0.000311;1.52351107448339
0.000312;-0.901982113718987;0.000312;1.49372590333223
0.000313;-0.892064765095711;0.000313;1.46394073218107
0.000314;-0.877188742160797;0.000314;1.45401234179735
0.000315;-0.862312719225883;0.000315;1.43415556102991
0.000316;-0.857354044914246;0.000316;1.40933458507061
0.000317;-0.84743669629097;0.000317;1.38451360911131
0.000318;-0.842478021979332;0.000318;1.35472843796015
0.000319;-0.837519347667694;0.000319;1.32990746200085
0.00032;-0.82264332473278;0.00032;1.30508648604155
0.000321;-0.817684650421143;0.000321;1.28522970527411
0.000322;-0.802808627486229;0.000322;1.25544453412294
0.000323;-0.787932604551315;0.000323;1.24055194854736
0.000324;-0.782973930239677;0.000324;1.21573097258806
0.000325;-0.768097907304764;0.000325;1.19587419182062
0.000326;-0.758180558681488;0.000326;1.17105321586132
0.000327;-0.738345861434937;0.000327;1.1611248254776
0.000328;-0.723469838500023;0.000328;1.14126804471016
0.000329;-0.713552489876747;0.000329;1.12141126394272
0.00033;-0.693717792630196;0.00033;1.10651867836714
0.000331;-0.693717792630196;0.000331;1.07673350721598
0.000332;-0.678841769695282;0.000332;1.05191253125668
0.000333;-0.668924421072006;0.000333;1.0370199456811
0.000334;-0.654048398137093;0.000334;1.01716316491365
0.000335;-0.639172375202179;0.000335;0.997306384146214
0.000336;-0.619337677955627;0.000336;0.987377993762493
0.000337;-0.609420329332352;0.000337;0.967521212995052
0.000338;-0.599502980709076;0.000338;0.947664432227612
0.000339;-0.584626957774162;0.000339;0.932771846652031
0.00034;-0.559833586215973;0.00034;0.922843456268311
0.000341;-0.544957563281059;0.000341;0.91291506588459
0.000342;-0.530081540346146;0.000342;0.90298667550087
0.000343;-0.515205517411232;0.000343;0.888094089925289
0.000344;-0.505288168787956;0.000344;0.873201504349709
0.000345;-0.490412145853043;0.000345;0.853344723582268
0.000346;-0.475536122918129;0.000346;0.838452138006687
0.000347;-0.460660099983215;0.000347;0.833487942814827
0.000348;-0.445784077048302;0.000348;0.818595357239246
0.000349;-0.430908054113388;0.000349;0.813631162047386
0.00035;-0.416032031178474;0.00035;0.798738576471806
0.000351;-0.396197333931923;0.000351;0.793774381279945
0.000352;-0.381321310997009;0.000352;0.793774381279945
0.000353;-0.366445288062096;0.000353;0.783845990896225
0.000354;-0.341651916503906;0.000354;0.783845990896225
0.000355;-0.326775893568993;0.000355;0.778881795704365
0.000356;-0.311899870634079;0.000356;0.773917600512505
0.000357;-0.301982522010803;0.000357;0.768953405320644
0.000358;-0.297023847699165;0.000358;0.749096624553204
0.000359;-0.272230476140976;0.000359;0.759025014936924
0.00036;-0.252395778894424;0.00036;0.759025014936924
0.000361;-0.237519755959511;0.000361;0.754060819745064
0.000362;-0.222643733024597;0.000362;0.759025014936924
0.000363;-0.207767710089684;0.000363;0.759025014936924
0.000364;-0.187933012843132;0.000364;0.768953405320644
0.000365;-0.173056989908218;0.000365;0.768953405320644
0.000366;-0.153222292661667;0.000366;0.778881795704365
0.000367;-0.128428921103477;0.000367;0.788810186088085
0.000368;-0.118511572480202;0.000368;0.788810186088085
0.000369;-0.0986768752336502;0.000369;0.798738576471806
0.00037;-0.0887595266103745;0.00037;0.798738576471806
0.000371;-0.0738835036754608;0.000371;0.808666966855526
0.000372;-0.0590074807405472;0.000372;0.813631162047386
0.000373;-0.0391727834939957;0.000373;0.828523747622967
0.000374;-0.0292554348707199;0.000374;0.838452138006687
0.000375;-0.0143794119358063;0.000375;0.848380528390408
0.000376;0.0104139596223831;0.000376;0.868237309157848
0.000377;0.0252899825572968;0.000377;0.883129894733429
0.000378;0.0401660054922104;0.000378;0.89802248030901
0.000379;0.0600007027387619;0.000379;0.922843456268311
0.00038;0.0748767256736755;0.00038;0.942700237035751
0.000381;0.0996700972318649;0.000381;0.972485408186913
0.000382;0.109587445855141;0.000382;0.987377993762493
0.000383;0.119504794478416;0.000383;0.997306384146214
0.000384;0.13438081741333;0.000384;1.02212736010551
0.000385;0.149256840348244;0.000385;1.04694833606482
0.000386;0.169091537594795;0.000386;1.07673350721598
0.000387;0.183967560529709;0.000387;1.09659028798342
0.000388;0.198843583464622;0.000388;1.12637545913458
0.000389;0.213719606399536;0.000389;1.1611248254776
0.00039;0.22859562933445;0.00039;1.19090999662876
0.000391;0.248430326581001;0.000391;1.22565936297178
0.000392;0.263306349515915;0.000392;1.2604087293148
0.000393;0.288099721074104;0.000393;1.30012229084969
0.000394;0.302975744009018;0.000394;1.33487165719271
0.000395;0.317851766943932;0.000395;1.37458521872759
0.000396;0.322810441255569;0.000396;1.40437038987875
0.000397;0.337686464190483;0.000397;1.43911975622177
0.000398;0.357521161437035;0.000398;1.48876170814037
0.000399;0.36743851006031;0.000399;1.52847526967525
0.0004;0.382314532995224;0.0004;1.56818883121014
0.000401;0.397190555930138;0.000401;1.61783078312874
0.000402;0.412066578865051;0.000402;1.66250853985548
0.000403;0.426942601799965;0.000403;1.70718629658222
0.000404;0.441818624734879;0.000404;1.75682824850082
0.000405;0.46165332198143;0.000405;1.81639859080315
0.000406;0.481488019227982;0.000406;1.88093312829733
0.000407;0.496364042162895;0.000407;1.93057508021593
0.000408;0.511240065097809;0.000408;1.98518122732639
0.000409;0.516198739409447;0.000409;2.034823179245
0.00041;0.53107476234436;0.00041;2.08942932635546
0.000411;0.545950785279274;0.000411;2.14403547346592
0.000412;0.560826808214188;0.000412;2.19864162057638
0.000413;0.575702831149101;0.000413;2.25324776768684
0.000414;0.590578854084015;0.000414;2.30785391479731
0.000415;0.605454877018929;0.000415;2.35749586671591
0.000416;0.615372225642204;0.000416;2.40713781863451
0.000417;0.62528957426548;0.000417;2.45181557536125
0.000418;0.645124271512032;0.000418;2.51635011285543
0.000419;0.669917643070221;0.000419;2.58088465034962
0.00042;0.684793666005135;0.00042;2.62556240707636
0.000421;0.689752340316772;0.000421;2.67520435899496
0.000422;0.699669688940048;0.000422;2.7198821157217
0.000423;0.704628363251686;0.000423;2.76455987244844
0.000424;0.7195043861866;0.000424;2.81916601955891
0.000425;0.734380409121513;0.000425;2.87377216666937
0.000426;0.749256432056427;0.000426;2.92341411858797
0.000427;0.759173780679703;0.000427;2.96809187531471
0.000428;0.774049803614616;0.000428;3.01773382723331
0.000429;0.783967152237892;0.000429;3.06737577915192
0.00043;0.798843175172806;0.00043;3.11701773107052
0.000431;0.813719198107719;0.000431;3.17162387818098
0.000432;0.828595221042633;0.000432;3.22623002529144
0.000433;0.833553895354271;0.000433;3.27587197721004
0.000434;0.843471243977547;0.000434;3.32054973393679
0.000435;0.848429918289185;0.000435;3.36026329547167
0.000436;0.85834726691246;0.000436;3.40494105219841
0.000437;0.868264615535736;0.000437;3.45954719930887
0.000438;0.878181964159012;0.000438;3.49926076084375
0.000439;0.888099312782288;0.000439;3.5439385175705
0.00044;0.893057987093925;0.00044;3.5935804694891
0.000441;0.907934010028839;0.000441;3.6432224214077
0.000442;0.907934010028839;0.000442;3.67797178775072
0.000443;0.917851358652115;0.000443;3.73257793486118
0.000444;0.932727381587029;0.000444;3.77725569158792
0.000445;0.947603404521942;0.000445;3.83186183869839
0.000446;0.947603404521942;0.000446;3.86661120504141
0.000447;0.957520753145218;0.000447;3.91128896176815
0.000448;0.95256207883358;0.000448;3.95100252330303
0.000449;0.957520753145218;0.000449;3.98078769445419
0.00045;0.972396776080132;0.00045;4.03539384156466
0.000451;0.972396776080132;0.000451;4.07510740309954
0.000452;0.977355450391769;0.000452;4.11482096463442
0.000453;0.982314124703407;0.000453;4.1545345261693
0.000454;0.987272799015045;0.000454;4.19424808770418
0.000455;0.992231473326683;0.000455;4.23892584443092
0.000456;0.992231473326683;0.000456;4.27367521077394
0.000457;1.00214882194996;0.000457;4.32331716269255
0.000458;1.00214882194996;0.000458;4.35806652903557
0.000459;1.0071074962616;0.000459;4.39778009057045
0.00046;1.0071074962616;0.00046;4.43749365210533
0.000461;1.0071074962616;0.000461;4.46231462806463
0.000462;1.0071074962616;0.000462;4.50202818959951
0.000463;1.0071074962616;0.000463;4.53677755594254
0.000464;1.01206617057323;0.000464;4.57649111747742
0.000465;1.0071074962616;0.000465;4.60627628862858
0.000466;1.0071074962616;0.000466;4.6410256549716
0.000467;1.01206617057323;0.000467;4.67577502131462
0.000468;1.01206617057323;0.000468;4.71052438765764
0.000469;1.01206617057323;0.000469;4.74527375400066
0.00047;1.01206617057323;0.00047;4.78002312034369
0.000471;1.01702484488487;0.000471;4.81973668187857
0.000472;1.01206617057323;0.000472;4.84455765783787
0.000473;1.0071074962616;0.000473;4.86441443860531
0.000474;0.997190147638321;0.000474;4.88923541456461
0.000475;0.997190147638321;0.000475;4.91902058571577
0.000476;0.997190147638321;0.000476;4.95376995205879
0.000477;0.987272799015045;0.000477;4.97859092801809
0.000478;0.982314124703407;0.000478;4.99348351359367
0.000479;0.982314124703407;0.000479;5.02326868474483
0.00048;0.977355450391769;0.00048;5.04808966070414
0.000481;0.967438101768494;0.000481;5.07291063666344
0.000482;0.967438101768494;0.000482;5.1026958078146
0.000483;0.962479427456856;0.000483;5.12255258858204
0.000484;0.957520753145218;0.000484;5.1523377597332
0.000485;0.957520753145218;0.000485;5.1771587356925
0.000486;0.942644730210304;0.000486;5.19205132126808
0.000487;0.927768707275391;0.000487;5.2019797116518
0.000488;0.922810032963753;0.000488;5.22183649241924
0.000489;0.917851358652115;0.000489;5.24169327318668
0.00049;0.902975335717201;0.00049;5.25658585876226
0.000491;0.893057987093925;0.000491;5.27147844433784
0.000492;0.88314063847065;0.000492;5.28637102991343
0.000493;0.873223289847374;0.000493;5.30126361548901
0.000494;0.863305941224098;0.000494;5.32112039625645
0.000495;0.863305941224098;0.000495;5.34097717702389
0.000496;0.853388592600822;0.000496;5.35090556740761
0.000497;0.843471243977547;0.000497;5.36579815298319
0.000498;0.833553895354271;0.000498;5.38069073855877
0.000499;0.813719198107719;0.000499;5.38565493375063
0.0005;0.798843175172806;0.0005;5.39061912894249
0.000501;0.783967152237892;0.000501;5.39558332413435
0.000502;0.779008477926254;0.000502;5.40054751932621
0.000503;0.764132454991341;0.000503;5.41047590970993
0.000504;0.754215106368065;0.000504;5.42040430009365
0.000505;0.739339083433151;0.000505;5.42536849528551
0.000506;0.724463060498238;0.000506;5.42536849528551
0.000507;0.709587037563324;0.000507;5.43033269047737
0.000508;0.699669688940048;0.000508;5.44026108086109
0.000509;0.684793666005135;0.000509;5.44026108086109
0.00051;0.679834991693497;0.00051;5.45018947124481
0.000511;0.660000294446945;0.000511;5.45018947124481
0.000512;0.640165597200394;0.000512;5.44522527605295
0.000513;0.620330899953842;0.000513;5.44026108086109
